SnapshotDate,Platform,AccountID,AccountLabel,IsRealMoney,Balance,Equity,AccountPL,PosID,Symbol,Direction,Size,SizeUnit,Opening,Latest,StopLoss,TakeProfit,PositionPL
08-04-2026,FTMO,650005965,FTMO Challenge,No,9998.12,10644.42,646.30,#29378219,AUD/USD,Buy,0.75,lot,n/a,n/a,none,none,650.25
