SnapshotDate,Platform,AccountID,AccountLabel,IsRealMoney,Balance,Equity,AccountPL,PosID,Symbol,Direction,Size,SizeUnit,Opening,Latest,StopLoss,TakeProfit,PositionPL
08-04-2026,RebelsFunding,RF-749-44029,Copper,No,39997.00,38994.87,-1002.13,#122595381,USD/CAD,Sell,3.00,lot,1.40230,1.40700,none,1.39293,-1005.13
